Name,Range_km,Efficiency,Weight,Acceleration(0-100),Firth_stop_range,Battery_kWh,Fast_charger(kW),Towing_kg,Cargo_volume,Price/Range(km),Price
Mercedes-Benz EQA 300 4MATIC,350 km,190 Wh/km,2105,7.7,359,66.5,99,1800,340,170,"€53,746"
XPENG G9 RWD Standard Range,395 km,192 Wh/km,2285,6.4,478,75.8,170,1500,731,150,"€59,600"
BMW i5 M60 xDrive Sedan,430 km,189 Wh/km,2370,3.8,479,81.2,123,2000,490,249,"€99,500"
Volkswagen e-Up!,95 km,168 Wh/km,1214,12.4,104,16,29,0,250,269,"€26,900"
Polestar 3 Long Range Performance,480 km,223 Wh/km,2654,4.7,516,107,150,2200,516,194,"€92,190"
Alpine A290 Electric 180 hp,310 km,168 Wh/km,1554,7.4,326,52,75,500,326,120,"€38,700"
Volkswagen ID.5 GTX,445 km,178 Wh/km,2233,5.4,500,79,135,1800,549,128,"€58,755"
Porsche Macan GTS Electric,465 km,204 Wh/km,2470,3.8,546,94.9,186,2500,560,227,"€104,200"
Tesla Model S 70,340 km,196 Wh/km,2074,5.8,360,66.5,95,0,895,231,"€78,000"
Peugeot iOn,85 km,171 Wh/km,1140,15.9,101,14.5,30,0,166,250,"€21,800"
Genesis G80 Electrified Luxury,440 km,188 Wh/km,2325,4.9,507,82.5,160,0,354,170,"€69,200"
BMW i4 xDrive40,490 km,166 Wh/km,2260,5.1,556,81.3,130,1600,470,132,"€63,000"
Skoda Enyaq Coupe 60,370 km,159 Wh/km,2003,8.1,429,59,110,1000,570,124,"€46,850"
Porsche Macan 4 Electric,470 km,202 Wh/km,2405,5.2,553,94.9,186,2500,624,182,"€84,600"
Opel Combo-e Life 50 kWh,205 km,226 Wh/km,1739,11.7,219,46.3,74,750,571,198,"€43,050"
TOGG T10X Long Range AWD,420 km,202 Wh/km,2283,4.8,444,85,115,0,441,117,"€49,200"
Volvo C40 Recharge Twin Pure Electric,360 km,208 Wh/km,2185,4.7,373,75,97,1800,450,170,"€57,650"
Porsche Taycan 4S Cross Turismo,510 km,190 Wh/km,2355,3.8,655,97,267,0,530,244,"€126,400"
Genesis GV70 Electrified,385 km,208 Wh/km,2335,4.4,477,80,205,1800,528,190,"€70,230"
NIO EL7 Long Range,430 km,209 Wh/km,2441,3.9,421,90,100,2000,570,224,"€94,900"
Lancia Ypsilon 54 kWh HF,305 km,167 Wh/km,1631,5.6,330,50.8,79,0,309,134,N/A
Porsche Macan Turbo Electric,465 km,204 Wh/km,2480,3.3,550,94.9,186,2000,564,247,"€114,600"
TOGG T10F Standard Range RWD,295 km,169 Wh/km,1998,7.2,372,50,70,0,505,116,"€34,295"
Volvo EX90 Single Motor,425 km,207 Wh/km,2556,6.8,501,88,170,1500,703,208,"€85,990"
Mercedes-Benz EQS SUV 580 4MATIC,485 km,224 Wh/km,2810,4.6,521,108.4,169,1800,645,323,"€135,434"
Maserati Grecale Folgore,415 km,238 Wh/km,2555,4.1,413,98.6,110,1800,535,301,"€124,301"
Ford Mustang Mach-E SR RWD,385 km,189 Wh/km,2166,6.2,408,72.6,100,750,619,132,"€55,800"
Smart #5 Pro,370 km,201 Wh/km,2275,6.9,395,74.4,110,1600,702,126,"€45,900"
Lotus Eletre 600,495 km,220 Wh/km,2565,4.5,597,109,246,2250,657,203,"€99,990"
Nissan e-NV200 Evalia,105 km,210 Wh/km,1614,14,111,22,34,0,2000,332,"€37,602"
Audi RS e-tron GT,400 km,209 Wh/km,2420,3.3,494,83.7,200,0,451,365,"€146,050"
Mercedes-Benz EQS AMG 53 4MATIC+,585 km,202 Wh/km,2700,3.4,619,118,160,1700,620,294,"€155,009"
Mitsubishi i-MiEV,85 km,171 Wh/km,1185,15.9,98,14.5,30,0,166,342,"€29,393"
Volvo EX30 Cross Country P5 Long Range,350 km,186 Wh/km,1875,5.4,379,65,101,1600,325,126,N/A
Tesla Model X P90D,375 km,228 Wh/km,2514,4,366,85.5,90,0,0,353,"€131,300"
Citroen C-Zero,85 km,171 Wh/km,1140,15.9,101,14.5,30,0,166,328,"€29,393"
Tesla Model S 90D,445 km,192 Wh/km,2184,4.4,443,85.5,90,0,895,222,"€98,000"
Tesla Model S Performance,515 km,184 Wh/km,2307,2.8,546,95,110,0,894,193,"€96,990"
Audi e-tron S Sportback,330 km,262 Wh/km,2730,4.5,348,86.5,147,1800,677,292,"€96,050"
SsangYong Korando e-Motion,290 km,193 Wh/km,1840,8.5,277,56,68,1500,551,137,"€42,490"
Porsche Macan 4S Electric,470 km,202 Wh/km,2420,4.1,553,94.9,186,2500,624,196,"€91,200"
Skoda Enyaq Coupe iV RS,430 km,179 Wh/km,2253,6.5,462,77,103,1200,575,146,"€63,300"
Citroen e-C4 X,290 km,160 Wh/km,1659,9.9,315,46.3,74,0,510,115,"€32,600"
Genesis GV60 Performance,400 km,200 Wh/km,2230,4,496,80,205,1600,432,190,"€74,480"
VinFast VF 6 Plus,310 km,192 Wh/km,2113,8.9,318,59.6,90,0,0,128,"€38,990"
Porsche Macan Turbo Electric,465 km,204 Wh/km,2480,3.3,550,94.9,186,2500,564,250,"€115,500"
Volkswagen ID.4 Pro 4MOTION,435 km,177 Wh/km,2233,6.6,477,77,120,1200,543,116,"€49,020"
Mercedes-Benz EQT 200 Long,220 km,205 Wh/km,1944,13.3,221,45,50,1500,828,213,"€41,613"
Abarth 600e Scorpionissima,280 km,181 Wh/km,1700,5.9,297,50.8,79,0,360,170,"€48,990"
Nissan LEAF 24 kWh,125 km,176 Wh/km,1600,11.9,137,22,34,0,330,243,"€33,990"
Peugeot Partner Tepee Electric,100 km,205 Wh/km,1679,19.5,105,20.5,30,0,544,305,N/A
Smart #5 Pulse,465 km,206 Wh/km,2420,4.9,574,96,230,1600,677,120,"€55,400"
Ford Mustang Mach-E SR RWD,380 km,191 Wh/km,2175,6.2,408,72.6,100,750,619,136,"€56,500"
Ford Mustang Mach-E ER AWD,435 km,202 Wh/km,2245,4.8,441,88,105,1500,619,158,"€66,600"
Opel Grandland Electric 73 kWh AWD,355 km,206 Wh/km,2290,6.1,374,73,90,1350,485,141,"€51,750"
Peugeot e-308 SW 58 kWh,340 km,163 Wh/km,1783,9.5,354,55.4,75,0,505,115,"€43,435"
e.GO e.wave X,150 km,180 Wh/km,1280,12,106,27,0,0,116,167,"€24,990"
Audi S e-tron GT,540 km,180 Wh/km,2385,3.4,700,97,267,0,482,235,"€126,000"
Voyah Courage 80 kWh AWD,390 km,198 Wh/km,2302,4.9,427,77.3,110,1700,527,128,N/A
Zeekr X Privilege AWD,350 km,186 Wh/km,2035,3.8,386,65,101,1600,383,138,"€48,450"
Mercedes-Benz eVito Tourer Long 90 kWh,310 km,290 Wh/km,2530,12,283,90,95,0,990,249,"€64,248"
Dacia Spring Electric 65 Extreme,160 km,156 Wh/km,1035,13.7,149,25,29,0,300,150,"€24,550"
Volkswagen ID. Buzz NWB GTX,360 km,219 Wh/km,2629,6.5,395,79,135,1800,1121,204,"€73,102"
Nissan Micra Standard Range 40 kWh,260 km,154 Wh/km,1452,9,269,40,55,500,326,106,"€27,990"
Lexus RZ 550e F SPORT,390 km,185 Wh/km,2135,4.4,425,72,110,0,522,198,"€78,700"
Polestar 2 Long Range Performance,385 km,195 Wh/km,2188,4.4,402,75,97,1500,440,162,"€61,495"
Peugeot e-408 58 kWh,350 km,167 Wh/km,1879,7.2,372,58.3,80,0,471,126,"€46,300"
Fisker Ocean Ultra,500 km,213 Wh/km,2508,4.2,541,106.5,135,1820,476,118,"€58,900"
Lotus Eletre R,455 km,240 Wh/km,2725,2.9,553,109,246,2250,657,326,"€151,990"
Smart EQ fortwo cabrio,95 km,176 Wh/km,1125,11.9,66,16.7,0,0,260,286,"€25,200"
Honda e Advance,170 km,168 Wh/km,1595,8.3,168,28.5,31,0,171,242,"€39,900"
Audi e-tron S,320 km,270 Wh/km,2730,4.5,332,86.5,147,1800,722,294,"€93,800"
Volkswagen ID.5 Pro Performance,430 km,179 Wh/km,2118,8.4,454,77,124,1000,549,128,"€48,970"
Volvo EX40 Twin Motor Performance,385 km,205 Wh/km,2170,4.6,414,79,110,1800,441,163,"€62,890"
Ford Mustang Mach-E GT,425 km,214 Wh/km,2348,3.7,433,91,115,750,619,187,"€77,300"
Tesla Model S 60,345 km,180 Wh/km,2102,5.8,370,62,95,0,895,221,"€69,019"
Audi Q4 Sportback e-tron 40,425 km,180 Wh/km,2120,8.5,453,76.6,124,1000,535,138,"€53,900"
Lucid Air Dream Edition R,685 km,172 Wh/km,2435,2.9,788,118,185,0,910,321,"€218,000"
Audi Q4 Sportback e-tron 45 quattro,410 km,188 Wh/km,2235,6.6,453,77,120,1200,535,142,"€56,950"
Opel Combo Electric 50 kWh,235 km,213 Wh/km,1811,11.3,246,50,80,750,775,165,"€38,600"
Mercedes-Benz EQE 300,525 km,170 Wh/km,2405,7.3,566,89,120,750,430,131,"€67,187"
Mercedes-Benz EQE SUV 350 4MATIC,435 km,208 Wh/km,2565,6,468,90.6,141,1800,520,210,"€89,548"
Fiat 500e Cabrio 42 kWh,230 km,162 Wh/km,1405,9,250,37.3,65,0,185,148,"€37,990"
Mercedes-Benz EQA 350 4MATIC,350 km,190 Wh/km,2105,6,359,66.5,99,1800,340,177,"€56,424"
Volvo XC40 Recharge Twin Pure Electric,335 km,224 Wh/km,2188,4.9,342,75,97,1800,450,172,"€59,250"
Mercedes-Benz EQE SUV 350 4MATIC,425 km,209 Wh/km,2580,6.6,453,89,120,1800,520,230,"€89,548"
Hongqi E-HS9 120 kWh,455 km,246 Wh/km,2850,4.9,418,112,110,1500,438,187,N/A
Volvo EX30 P8 AWD,340 km,191 Wh/km,1960,3.6,376,65,101,1600,325,141,N/A
Tesla Model X Performance,430 km,221 Wh/km,2552,2.9,448,95,110,2250,0,250,"€102,990"
Renault Megane E-Tech EV60 130hp,380 km,158 Wh/km,1699,10.5,404,60,80,500,440,111,"€47,000"
Peugeot e-2008 50 kWh,270 km,171 Wh/km,1623,9.9,292,46.3,74,0,434,142,"€39,000"
Ford Mustang Mach-E SR RWD,380 km,191 Wh/km,2179,7.3,404,72.6,100,750,619,141,"€55,800"
Porsche Taycan 4S Plus,565 km,172 Wh/km,2325,3.7,738,97,267,0,491,218,"€126,422"
Toyota Proace Verso M 75 kWh,265 km,260 Wh/km,2211,13.3,252,69,77,1000,603,215,N/A
DS Automobiles N°4 E-Tense,350 km,167 Wh/km,1867,7.1,372,58.3,80,0,390,122,"€45,900"
Toyota Proace City Verso L2 50 kWh,230 km,217 Wh/km,1881,11.7,242,50,80,750,1050,179,"€40,250"
Volvo EC40 Twin Motor Performance,400 km,198 Wh/km,2185,4.6,438,79,110,1800,435,159,"€64,390"
Mercedes-Benz EQT 200 Standard,225 km,200 Wh/km,1867,12.6,225,45,50,1500,551,200,"€39,623"
Skoda Enyaq Coupe RS,470 km,168 Wh/km,2239,5.4,534,79,135,1200,570,129,"€60,850"
Cadillac LYRIQ-V,400 km,228 Wh/km,2745,3.3,392,91,100,1587,588,249,"€99,640"
Mercedes-Benz EQE SUV 500 4MATIC,455 km,211 Wh/km,2615,4.7,482,96,141,1800,520,222,"€99,841"
Cadillac OPTIQ 500 E4,365 km,205 Wh/km,2376,6.7,359,75,90,680,443,178,"€65,000"
Volvo EX30 Cross Country P8 AWD,330 km,197 Wh/km,1985,3.7,361,65,101,1600,325,151,N/A
Volkswagen ID.4 Pure Performance,285 km,182 Wh/km,1965,9,301,52,70,1000,543,154,"€39,955"
Mercedes-Benz EQE SUV 500 4MATIC,435 km,208 Wh/km,2560,4.9,468,90.6,141,1800,520,262,"€99,841"
Volkswagen ID.3 Pro S - 4 Seats,455 km,169 Wh/km,1933,7.9,499,77,120,0,385,108,"€47,595"
Smart #3 Pro+,355 km,175 Wh/km,1855,5.8,383,62,90,1600,385,120,"€43,490"
Audi Q4 e-tron 45 quattro,395 km,195 Wh/km,2235,6.6,437,77,120,1200,520,142,"€54,950"
Tesla Model S Standard Range,420 km,173 Wh/km,2183,4.2,416,72.5,80,0,894,201,"€86,800"
Mercedes-Benz EQS 580 4MATIC,590 km,183 Wh/km,2620,4.3,654,107.8,169,750,610,267,"€141,705"
Citroen e-Jumpy Combi M 75 kWh,265 km,260 Wh/km,2131,13.3,252,69,77,1000,507,217,"€57,940"
Ford Mustang Mach-E ER AWD,440 km,207 Wh/km,2257,5.8,410,91,84,1500,619,169,"€77,200"
Volvo EC40 Single Motor,360 km,186 Wh/km,2057,7.3,394,67,100,1500,435,150,"€54,390"
Cadillac VISTIQ 900 E4,375 km,243 Wh/km,2899,4.1,365,91,100,2000,297,290,"€108,809"
Peugeot e-208 51 kWh,305 km,158 Wh/km,1530,8.2,329,48.1,76,0,265,133,"€41,850"
Peugeot e-5008 73 kWh Dual Motor,355 km,206 Wh/km,2406,6.5,374,73,90,1000,348,178,"€62,500"
Lotus Emeya 900,465 km,213 Wh/km,2650,2.8,611,98.9,328,1225,543,320,"€145,990"
Lotus Eletre 900,455 km,240 Wh/km,2725,2.9,553,109,246,2250,657,327,"€145,990"
Volvo C40 Recharge Pure Electric,335 km,200 Wh/km,2045,7.4,358,67,113,1500,450,151,"€48,850"
Kia EV9 76.1 kWh RWD,350 km,209 Wh/km,2387,8.5,414,73,160,900,423,174,"€61,990"
Volvo EC40 Twin Motor,400 km,198 Wh/km,2185,4.8,438,79,110,1800,435,160,"€61,290"
Porsche Taycan Turbo GT Weissach,475 km,204 Wh/km,2295,2.2,610,97,267,0,451,496,"€240,000"
Mini Aceman JCW,280 km,176 Wh/km,1825,6.4,294,49.2,75,750,300,170,"€43,150"
Nissan Ariya e-4ORCE 87kWh - 320 kW Nismo,385 km,226 Wh/km,2277,5,373,87,80,0,415,165,"€63,990"
Opel Mokka-e,255 km,182 Wh/km,1598,9,273,46.3,74,0,310,135,"€34,110"
Mercedes-Benz EQA 250+,420 km,168 Wh/km,2045,8.6,414,70.5,90,750,340,129,"€52,205"
Volkswagen ID.7 GTX,500 km,172 Wh/km,2325,5.4,572,86,145,1200,532,137,"€63,155"
Audi Q4 Sportback e-tron 40,340 km,174 Wh/km,2035,8.1,395,59,110,1000,520,148,"€48,150"
Lancia Ypsilon 54 kWh,325 km,156 Wh/km,1561,8.2,353,50.8,79,0,309,104,N/A
Kia e-Niro 39 kWh,235 km,167 Wh/km,1667,9.8,215,39.2,37,0,451,159,"€38,290"
XPENG P7 Wing Edition,455 km,182 Wh/km,2255,4.1,512,82.7,135,0,440,155,"€69,600"
Hongqi E-HS7 111 kWh Long Range,455 km,209 Wh/km,2458,6.3,535,95.3,210,1500,705,121,N/A
Skoda Enyaq iV 50,305 km,170 Wh/km,1937,11.3,271,52,45,0,585,131,"€39,900"
Porsche Taycan 4S Cross Turismo,420 km,199 Wh/km,2320,4.1,520,83.7,200,0,530,269,"€114,222"
Renault Kangoo Grand E-Tech Electric,220 km,205 Wh/km,1992,13.3,218,45,50,1500,500,183,"€40,250"
Renault Zoe Q90,245 km,167 Wh/km,1555,13.5,224,41,33,0,338,126,N/A
Audi e-tron 55 quattro,365 km,237 Wh/km,2595,5.7,384,86.5,147,1800,722,213,"€79,445"
Skoda Enyaq Coupe 85,460 km,167 Wh/km,2140,6.7,484,77,120,1000,570,114,"€51,150"
Smart #1 Pro,250 km,188 Wh/km,1855,6.7,280,47,65,0,338,147,"€37,490"
Peugeot e-Rifter M 50 kWh,235 km,213 Wh/km,1830,11.7,246,50,80,750,775,166,"€38,440"
Audi Q6 Sportback e-tron quattro,500 km,190 Wh/km,2400,5.9,585,94.9,186,2400,575,160,"€77,100"
Ford e-Tourneo Custom L2 210 kW,235 km,272 Wh/km,2602,8,245,64,105,2000,819,326,"€76,517"
VinFast VF 8 Plus Extended Range,400 km,219 Wh/km,2595,5.5,411,87.7,105,1800,376,144,"€58,890"
GWM ORA 03 GT,325 km,182 Wh/km,1655,8.2,300,59.3,54,0,228,115,"€37,490"
Mercedes-Benz EQE 500 4MATIC,505 km,179 Wh/km,2490,4.7,555,90.6,141,1700,430,177,"€88,215"
Porsche Taycan GTS,535 km,181 Wh/km,2360,3.3,693,97,267,0,450,273,"€147,700"
Hyundai IONIQ 5 Project 45,365 km,192 Wh/km,2095,5.2,451,70,179,1600,555,159,"€59,550"
Fiat 500e 3+1 24 kWh,135 km,158 Wh/km,1290,9,153,21.3,40,0,185,222,N/A
Mercedes-Benz EQE 500 4MATIC,505 km,179 Wh/km,2490,4.4,553,90.6,141,1700,430,176,"€84,764"
Opel Mokka Electric GSE,280 km,181 Wh/km,1672,5.9,297,50.8,79,0,310,157,"€47,300"
Genesis GV60 Premium,390 km,190 Wh/km,1975,7.8,482,74,196,1600,432,159,N/A
ORA Funky Cat 48 kWh,260 km,175 Wh/km,1615,8.3,247,45.4,45,0,228,146,"€38,990"
Smart #3 Pro,265 km,177 Wh/km,1855,5.9,297,47,65,0,385,142,"€38,490"
Mercedes-Benz EQE AMG 53 4MATIC+,450 km,201 Wh/km,2540,3.5,491,90.6,141,1700,430,267,"€110,706"
Porsche Macan 4S Electric,470 km,202 Wh/km,2420,4.1,553,94.9,186,2000,624,196,"€90,700"
GWM ORA 07 GT,430 km,194 Wh/km,2210,4.5,389,83.5,80,0,333,124,"€53,490"
Skoda Enyaq Coupe 85x,460 km,167 Wh/km,2234,6.7,511,77,120,1200,570,121,"€53,400"
Volkswagen ID. Buzz NWB Pure,265 km,223 Wh/km,2367,10.7,301,59,110,1000,1121,189,"€49,998"
Lucid Gravity Touring,460 km,193 Wh/km,2597,4.2,547,89,180,1600,1663,220,"€99,900"
Volkswagen ID.3 Pro S - 5 Seats,450 km,171 Wh/km,1928,7.9,479,77,103,0,385,98,"€43,720"
Mercedes-Benz EQE AMG 43 4MATIC,455 km,199 Wh/km,2525,4.2,490,90.6,136,750,430,236,"€103,827"
Ford Mustang Mach-E ER RWD,480 km,190 Wh/km,2160,7,448,91,84,1500,619,138,"€71,200"
Mercedes-Benz EQS 500 4MATIC,590 km,184 Wh/km,2630,4.8,654,108.4,169,750,620,229,"€125,378"
CUPRA Born 170 kW - 58 kWh,345 km,168 Wh/km,1824,6.6,365,58,75,0,385,116,"€40,750"
Smart #1 Pure,250 km,188 Wh/km,1855,6.7,280,47,65,0,338,135,"€34,990"
Polestar 2 Long Range Dual Motor,455 km,174 Wh/km,2183,4.5,509,79,110,1500,448,127,"€56,990"
Toyota Proace Verso M 50 kWh,180 km,257 Wh/km,2027,12.1,189,46.3,74,1000,603,276,"€44,230"
BMW i5 M60 xDrive Touring,425 km,191 Wh/km,2425,3.9,475,81.2,123,2000,570,257,"€101,500"
Ford Mustang Mach-E GT,435 km,209 Wh/km,2343,3.8,441,91,115,750,619,168,"€78,000"
Audi e-tron Sportback 55 quattro,380 km,228 Wh/km,2555,5.7,399,86.5,147,1800,677,217,"€81,639"
Lucid Air Pure RWD,530 km,158 Wh/km,2145,4.7,615,84,140,0,910,163,"€85,000"
MG IM5 Standard Range,405 km,181 Wh/km,2180,6.8,451,73.5,120,0,475,112,N/A
Tesla Model S P90D,405 km,211 Wh/km,2271,3.3,401,85.5,90,0,895,316,"€124,200"
Smart #1 Pulse,325 km,191 Wh/km,1975,4.5,350,62,90,1600,328,137,"€46,490"
Skywell BE11 Long Range,385 km,210 Wh/km,2005,9.6,336,81,50,0,467,119,N/A
Hyundai Kona Electric 39 kWh,245 km,160 Wh/km,1610,9.7,221,39.2,37,0,332,135,"€34,600"
Mercedes-Benz eVito Tourer Long 41 kWh,120 km,292 Wh/km,2260,16,85,35,0,0,990,453,"€54,395"
Fiat 500e Cabrio 24 kWh,135 km,158 Wh/km,1281,9,150,21.3,40,0,185,248,"€35,490"
Peugeot iOn,85 km,171 Wh/km,1140,15.9,101,14.5,30,0,166,328,"€29,393"
NIO ET5 Touring Standard Range,400 km,184 Wh/km,2265,4,434,73.5,110,1400,450,154,"€59,500"
Ford Mustang Mach-E ER RWD,480 km,190 Wh/km,2160,7,489,91,115,1500,619,126,"€58,500"
Mercedes-Benz eVito Tourer Long 90 kWh,325 km,277 Wh/km,2561,12.1,299,90,96,0,990,241,"€72,043"
Mercedes-Benz EQE 350 4MATIC,515 km,176 Wh/km,2475,6.3,570,90.6,141,1700,430,148,"€74,149"
KGM Musso EV 2WD,365 km,221 Wh/km,2265,9.2,357,80.6,100,1800,907,118,"€41,990"
Mercedes-Benz EQS SUV 500 4MATIC,530 km,223 Wh/km,2840,5.3,543,118,160,1800,645,257,"€124,545"
Volkswagen e-Transporter Kombi L2 100 kW 64 kWh,250 km,255 Wh/km,2348,12.8,250,63.8,75,2000,1000,252,"€63,725"
Volkswagen ID.5 Pro Performance,430 km,179 Wh/km,2117,8.4,459,77,124,1000,549,122,"€47,550"
Citroen e-Jumpy Combi XL 75 kWh,265 km,260 Wh/km,2161,13.3,252,69,77,1000,912,222,"€58,730"
Mercedes-Benz EQE SUV AMG 43 4MATIC,425 km,213 Wh/km,2600,4.3,460,90.6,141,1800,520,301,"€124,920"
Abarth 500e Convertible,225 km,166 Wh/km,1435,7,243,37.3,65,0,185,171,"€40,990"
NIO EL6 Standard Range,365 km,201 Wh/km,2378,4.5,388,73.5,110,1200,579,183,"€65,500"
DS Automobiles DS 3 Crossback E-Tense,255 km,182 Wh/km,1598,8.7,276,46.3,74,0,350,150,"€38,690"
Kia e-Soul 64 kWh,370 km,173 Wh/km,1757,7.9,343,64,61,0,315,113,"€36,837"
Tesla Model X Standard Range,355 km,204 Wh/km,2427,4.8,346,72.5,80,2250,0,252,"€91,700"
Peugeot e-3008 73 kWh Dual Motor,365 km,200 Wh/km,2337,6,388,73,90,1350,588,166,"€60,000"
Maserati GranCabrio Folgore,395 km,210 Wh/km,2415,2.8,489,83,190,0,151,530,"€206,713"
Opel Zafira-e Life M 75 kWh,265 km,260 Wh/km,2131,13.3,252,69,77,1000,0,256,"€69,250"
Porsche Taycan Plus,475 km,176 Wh/km,2205,5.4,592,83.7,200,0,491,200,"€94,123"
Zeekr 001 Privilege AWD,480 km,196 Wh/km,2410,3.8,521,94,135,2000,569,150,"€71,950"
Citroen e-SpaceTourer M 75 kWh,265 km,260 Wh/km,2211,14.2,252,69,77,1000,603,213,"€52,230"
BMW i5 xDrive40 Sedan,465 km,175 Wh/km,2345,5.4,525,81.2,123,2000,490,169,"€75,600"
Genesis GV60 Pure,425 km,188 Wh/km,2050,7.8,522,80,205,1600,432,138,"€54,680"
Ford e-Tourneo Custom L1 160 kW AWD,265 km,268 Wh/km,2500,9,266,71,105,2000,672,271,"€71,698"
Toyota Proace Verso L 75 kWh,265 km,260 Wh/km,2161,13.1,252,69,77,1000,989,269,"€65,385"
Smart ForFour Electric Drive,95 km,176 Wh/km,1200,12.7,66,16.7,0,0,185,232,"€22,600"
Porsche Taycan 4S Plus,460 km,182 Wh/km,2295,4,575,83.7,200,0,491,245,"€114,389"
Mercedes-Benz EQS 350,540 km,168 Wh/km,2390,6.6,601,90.6,141,750,610,175,"€97,806"
DS Automobiles DS 3 Crossback E-Tense,265 km,175 Wh/km,1598,8.7,285,46.3,74,0,350,149,"€39,440"
Peugeot e-Traveller L3 75 kWh,265 km,260 Wh/km,2240,14.2,252,69,77,1000,989,225,"€53,230"
Tesla Model S 60D,345 km,180 Wh/km,2183,5.4,376,62,95,0,895,238,"€74,719"
Jaguar I-Pace EV320,380 km,223 Wh/km,2244,6.4,354,84.7,83,750,505,186,"€75,351"
Mercedes-Benz EQS SUV 450 4MATIC,490 km,221 Wh/km,2805,6,521,108.4,169,1800,645,267,"€114,609"
Voyah Courage 80 kWh RWD,395 km,196 Wh/km,2174,6.8,434,77.3,110,1700,527,114,N/A
Smart EQ fortwo coupe,100 km,167 Wh/km,1085,11.5,71,16.7,0,0,260,221,"€21,940"
Ford Mustang Mach-E ER AWD,440 km,207 Wh/km,2257,5.8,447,91,115,1500,619,158,"€65,900"
Mercedes-Benz EQE SUV 350+,475 km,202 Wh/km,2495,6.4,503,96,141,750,520,185,"€86,811"
Mercedes-Benz EQS AMG 53 4MATIC+,540 km,200 Wh/km,2655,3.4,591,107.8,169,750,610,320,"€155,009"
Mercedes-Benz EQE 350+,530 km,171 Wh/km,2360,6.4,579,90.6,141,750,430,155,N/A
Opel Grandland Electric 82 kWh,420 km,196 Wh/km,2195,9,433,82.2,100,1200,550,122,"€51,950"
Audi Q6 Sportback e-tron,410 km,185 Wh/km,2200,7,485,75.8,150,2000,575,167,"€65,900"
Audi SQ6 Sportback e-tron,495 km,192 Wh/km,2425,4.3,578,94.9,186,2400,575,207,"€96,200"
Polestar 3 Performance,460 km,222 Wh/km,2600,3.9,539,102,200,2200,508,230,N/A
Audi Q4 Sportback e-tron 50 quattro,400 km,192 Wh/km,2215,6.2,433,76.6,103,1200,535,167,"€59,900"
Mercedes-Benz eVito Tourer Extra-Long 90 kWh,305 km,295 Wh/km,2555,12,279,90,95,0,1390,264,"€65,140"
Porsche Taycan Sport Turismo,380 km,187 Wh/km,2155,5.4,474,71,171,0,530,251,"€94,091"
Lotus Eletre S,480 km,227 Wh/km,2595,4.5,587,109,246,2250,657,255,"€121,990"
Porsche Taycan Turbo,535 km,181 Wh/km,2365,2.7,693,97,267,0,450,320,"€175,600"
Mercedes-Benz eVito Tourer Extra-Long 41 kWh,120 km,292 Wh/km,2285,16,85,35,0,0,1390,461,"€55,275"
Mercedes-Benz EQS SUV 450+,500 km,217 Wh/km,2695,6.7,535,108.4,169,750,645,236,"€110,801"
Genesis GV70 Electrified Sport,350 km,211 Wh/km,2310,4.2,432,74,190,1800,528,203,"€67,300"
MG Cyberster Trophy,425 km,175 Wh/km,1960,5,440,74.4,85,0,249,153,"€64,990"
DS Automobiles N°8 FWD,415 km,178 Wh/km,2207,7.7,443,73.7,90,1260,620,139,"€57,700"
Porsche Taycan Turbo S Sport Turismo,505 km,192 Wh/km,2395,2.4,655,97,267,0,489,408,"€210,800"
Porsche Taycan Turbo Cross Turismo,495 km,196 Wh/km,2395,2.8,636,97,267,0,489,350,"€177,000"
Smart #1 Pure+,335 km,185 Wh/km,1863,6.7,357,62,90,1600,338,115,"€39,990"
Volkswagen ID.5 Pure,320 km,163 Wh/km,1963,8.9,359,52,87,1000,549,145,"€45,270"
Tesla Model X P90DL,375 km,228 Wh/km,2524,3.4,366,85.5,90,0,0,382,"€142,200"
Volkswagen ID.5 GTX,405 km,190 Wh/km,2242,6.3,439,77,103,1200,549,145,"€53,615"
Opel Vivaro-e Combi L 50 kWh,180 km,257 Wh/km,1989,12.1,189,46.3,74,1000,912,269,"€51,825"
Ford Mustang Mach-E SR RWD,375 km,187 Wh/km,2044,6.9,374,70,76,750,619,156,"€62,900"
Audi SQ8 SUV e-tron,455 km,233 Wh/km,2725,4.5,463,106,145,1800,631,228,"€98,100"
Skoda Enyaq Coupe 85x,460 km,167 Wh/km,2234,6.7,511,77,120,1800,570,117,"€53,750"
Renault Zoe Q90,245 km,167 Wh/km,1548,13.5,224,41,33,0,338,121,N/A
Renault Zoe R90,255 km,161 Wh/km,1548,13.2,182,41,0,0,338,131,"€34,100"
Opel Vivaro-e Combi L 75 kWh,265 km,260 Wh/km,2161,13.3,252,69,77,1000,912,220,"€57,775"
Jeep Avenger Electric 1st Edition,310 km,164 Wh/km,1611,9,330,50.8,79,0,355,132,"€39,900"
Skoda Enyaq Coupe iV 80,445 km,173 Wh/km,2119,8.7,473,77,124,1000,575,118,"€54,400"
Skoda Enyaq 50,310 km,168 Wh/km,1976,9.1,351,52,90,1000,585,138,N/A
Ford e-Tourneo Custom L2 160 kW RWD,270 km,263 Wh/km,2432,9,272,71,105,2000,819,244,"€62,654"
Tesla Model S 70,345 km,200 Wh/km,2102,5.8,362,69,95,0,895,242,"€82,700"
